"sorting";"Tema";"Information_regionindex_totalt";"Information_regionindex_kvinnor";"Information_regionindex_män";"Information_kommunindex_totalt";"Information_kommunindex_kvinnor";"Information_kommunindex_män"
100;"Livskvalitet";"Regionindex Livskvalitet är en sammanvägning av samtliga ingående teman som mäter livskvalitet. Ingående indikatorer normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de standardiserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Värdena hamnar även på denna nivå i intervallet 0 till 100. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Slutligen vägs värdet för samtliga teman ihop enligt samma princip, med samma vikt, till ett sammantaget index för livskvalitet. Källa: Försäkringskassans statistik inom området sjuk och SCB, SCB, Försäkringskassan, Folkhälsomyndigheten (HLV), SCB - Befolkningens arbetsmarknadsstatus (BAS), Myndigheten för ungdoms- och civilsamhällesfrågor (MUCF), STATIV från SCB, Arbetsförmedlingen, SCB:s valdeltagandeundersökning, Valmyndigheten och SCB, Tillväxtverket/Pipos, Post- och telestyrelsen, PTS Bredbandskartläggning, SCB:s Räkenskapssammandrag, Folkbildningsrådet och SCB, Skolverket (Siris), Skolinspektionens elevenkät, Socialstyrelsen, Folkhälsomyndigheten, Boverket, Nationella diabetesregistret (NDR) (innan 2023 via Vården i Siffror), VISS, Länsstyrelserna, Folkhälsomyndigheten, Hälsa på lika villkor (HLV) samt Liv & Hälsa (LH), Folkhälsomyndigheten, Nationella folkhälsoenkäten, Socialstyrelsen (ÖJ ekonomiskt bistånd), Riksidrottsförbundet.";"Kvinnors Regionindex Livskvalitet är en sammanvägning av samtliga ingående teman som mäter livskvalitet. Ingående indikatorer normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de standardiserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Värdena hamnar även på denna nivå i intervallet 0 till 100. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Slutligen vägs värdet för samtliga teman ihop enligt samma princip, med samma vikt, till ett sammantaget index för livskvalitet. Källa: Försäkringskassans statistik inom området sjuk och SCB, SCB, Folkhälsomyndigheten (HLV), SCB - Befolkningens arbetsmarknadsstatus (BAS), Myndigheten för ungdoms- och civilsamhällesfrågor (MUCF), STATIV från SCB, Arbetsförmedlingen, SCB:s valdeltagandeundersökning, Skolverket (Siris), Skolinspektionens elevenkät, Socialstyrelsen, Folkhälsomyndigheten, Boverket, Nationella diabetesregistret (NDR) (innan 2023 via Vården i Siffror), Folkhälsomyndigheten, Hälsa på lika villkor (HLV) samt Liv & Hälsa (LH), Folkhälsomyndigheten, Nationella folkhälsoenkäten.";"Mäns Regionindex Livskvalitet är en sammanvägning av samtliga ingående teman som mäter livskvalitet. Ingående indikatorer normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de standardiserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Värdena hamnar även på denna nivå i intervallet 0 till 100. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Slutligen vägs värdet för samtliga teman ihop enligt samma princip, med samma vikt, till ett sammantaget index för livskvalitet. Källa: Försäkringskassans statistik inom området sjuk och SCB, SCB, Folkhälsomyndigheten (HLV), SCB - Befolkningens arbetsmarknadsstatus (BAS), Myndigheten för ungdoms- och civilsamhällesfrågor (MUCF), STATIV från SCB, Arbetsförmedlingen, SCB:s valdeltagandeundersökning, Skolverket (Siris), Skolinspektionens elevenkät, Socialstyrelsen, Folkhälsomyndigheten, Boverket, Nationella diabetesregistret (NDR) (innan 2023 via Vården i Siffror), Folkhälsomyndigheten, Hälsa på lika villkor (HLV) samt Liv & Hälsa (LH), Folkhälsomyndigheten, Nationella folkhälsoenkäten.";"Kommunindex Livskvalitet är en sammanvägning av samtliga ingående teman som mäter livskvalitet. Ingående indikatorer normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de standardiserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Värdena hamnar även på denna nivå i intervallet 0 till 100. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Slutligen vägs värdet för samtliga teman ihop enligt samma princip, med samma vikt, till ett sammantaget index för livskvalitet. Källa: Försäkringskassans statistik inom området sjuk och SCB, SCB, Försäkringskassan, Folkhälsomyndigheten (HLV), SCB - Befolkningens arbetsmarknadsstatus (BAS), Myndigheten för ungdoms- och civilsamhällesfrågor (MUCF), STATIV från SCB, Arbetsförmedlingen, SCB:s valdeltagandeundersökning, Valmyndigheten och SCB, Tillväxtverket/Pipos, Post- och telestyrelsen, PTS Bredbandskartläggning, SCB:s Räkenskapssammandrag, Folkbildningsrådet och SCB, Skolverket (Siris), Skolinspektionens elevenkät, Socialstyrelsen, Folkhälsomyndigheten, Boverket, VISS, Länsstyrelserna, Folkhälsomyndigheten, Hälsa på lika villkor (HLV) samt Liv & Hälsa (LH), Folkhälsomyndigheten, Nationella folkhälsoenkäten, Socialstyrelsen (ÖJ ekonomiskt bistånd), Riksidrottsförbundet.";"Kvinnors Kommunindex Livskvalitet är en sammanvägning av samtliga ingående teman som mäter livskvalitet. Ingående indikatorer normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de standardiserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Värdena hamnar även på denna nivå i intervallet 0 till 100. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Slutligen vägs värdet för samtliga teman ihop enligt samma princip, med samma vikt, till ett sammantaget index för livskvalitet. Källa: Försäkringskassans statistik inom området sjuk och SCB, SCB, Folkhälsomyndigheten (HLV), SCB - Befolkningens arbetsmarknadsstatus (BAS), Myndigheten för ungdoms- och civilsamhällesfrågor (MUCF), STATIV från SCB, Arbetsförmedlingen, SCB:s valdeltagandeundersökning, Skolverket (Siris), Skolinspektionens elevenkät, Socialstyrelsen, Folkhälsomyndigheten, Boverket, Folkhälsomyndigheten, Hälsa på lika villkor (HLV) samt Liv & Hälsa (LH), Folkhälsomyndigheten, Nationella folkhälsoenkäten.";"Mäns Kommunindex Livskvalitet är en sammanvägning av samtliga ingående teman som mäter livskvalitet. Ingående indikatorer normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de standardiserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Värdena hamnar även på denna nivå i intervallet 0 till 100. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Slutligen vägs värdet för samtliga teman ihop enligt samma princip, med samma vikt, till ett sammantaget index för livskvalitet. Källa: Försäkringskassans statistik inom området sjuk och SCB, SCB, Folkhälsomyndigheten (HLV), SCB - Befolkningens arbetsmarknadsstatus (BAS), Myndigheten för ungdoms- och civilsamhällesfrågor (MUCF), STATIV från SCB, Arbetsförmedlingen, SCB:s valdeltagandeundersökning, Skolverket (Siris), Skolinspektionens elevenkät, Socialstyrelsen, Folkhälsomyndigheten, Boverket, Folkhälsomyndigheten, Hälsa på lika villkor (HLV) samt Liv & Hälsa (LH), Folkhälsomyndigheten, Nationella folkhälsoenkäten."
101;"T1 - Medborgarengagemang och demokratisk delaktighet";"Regionindex för tema T1 - Medborgarengagemang och demokratisk delaktighet baseras på indikatorerna Valdeltagande i senaste kommunalvalet, andel (%), Valdeltagande i senaste regionvalet, andel (%), Kvinnor på ordförandeposter i kommunen, andel (%), Valdeltagande i det valdistrikt som hade lägst andel röstande i senaste kommunvalet, andel (%), Kvinnor på ordförandeposter i regionen, andel (%), Valdeltagande i det valdistrikt som hade lägst andel röstande i senaste regionvalet, andel (%), Idrottsföreningar med LOK-stöd, antal/10 000 inv Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: SCB:s valdeltagandeundersökning, SCB, Valmyndigheten och SCB, Riksidrottsförbundet.";"Kvinnors Regionindex för tema T1 - Medborgarengagemang och demokratisk delaktighet baseras på indikatorerna Valdeltagande i senaste kommunalvalet, andel (%), Valdeltagande i senaste regionvalet, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: SCB:s valdeltagandeundersökning.";"Mäns Regionindex för tema T1 - Medborgarengagemang och demokratisk delaktighet baseras på indikatorerna Valdeltagande i senaste kommunalvalet, andel (%), Valdeltagande i senaste regionvalet, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: SCB:s valdeltagandeundersökning.";"Kommunindex för tema T1 - Medborgarengagemang och demokratisk delaktighet baseras på indikatorerna Valdeltagande i senaste kommunalvalet, andel (%), Valdeltagande i senaste regionvalet, andel (%), Kvinnor på ordförandeposter i kommunen, andel (%), Valdeltagande i det valdistrikt som hade lägst andel röstande i senaste kommunvalet, andel (%), Idrottsföreningar med LOK-stöd, antal/10 000 inv Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: SCB:s valdeltagandeundersökning, SCB, Valmyndigheten och SCB, Riksidrottsförbundet.";"Kvinnors Kommunindex för tema T1 - Medborgarengagemang och demokratisk delaktighet baseras på indikatorerna Valdeltagande i senaste kommunalvalet, andel (%), Valdeltagande i senaste regionvalet, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: SCB:s valdeltagandeundersökning.";"Mäns Kommunindex för tema T1 - Medborgarengagemang och demokratisk delaktighet baseras på indikatorerna Valdeltagande i senaste kommunalvalet, andel (%), Valdeltagande i senaste regionvalet, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: SCB:s valdeltagandeundersökning."
102;"T2 - Trygghet och säkerhet";"Regionindex för tema T2 - Trygghet och säkerhet baseras på indikatorerna Elever i åk 8: Känner du dig trygg i skolan? Andel som svarat ""Helt och hållet"" eller ""Till stor del"", (%), Gymnasieelever i år 2: Känner du dig trygg i skolan? Andel som har svarat ""Helt och hållet"" eller ""Till stor del"", (%), Invånare 16-84 år som avstår från att gå ut ensam, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: Skolinspektionens elevenkät, Folkhälsomyndigheten (HLV).";"Kvinnors Regionindex för tema T2 - Trygghet och säkerhet baseras på indikatorerna Elever i åk 8: Känner du dig trygg i skolan? Andel som svarat ""Helt och hållet"" eller ""Till stor del"", (%), Gymnasieelever i år 2: Känner du dig trygg i skolan? Andel som har svarat ""Helt och hållet"" eller ""Till stor del"", (%), Invånare 16-84 år som avstår från att gå ut ensam, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: Skolinspektionens elevenkät, Folkhälsomyndigheten (HLV).";"Mäns Regionindex för tema T2 - Trygghet och säkerhet baseras på indikatorerna Elever i åk 8: Känner du dig trygg i skolan? Andel som svarat ""Helt och hållet"" eller ""Till stor del"", (%), Gymnasieelever i år 2: Känner du dig trygg i skolan? Andel som har svarat ""Helt och hållet"" eller ""Till stor del"", (%), Invånare 16-84 år som avstår från att gå ut ensam, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: Skolinspektionens elevenkät, Folkhälsomyndigheten (HLV).";"Kommunindex för tema T2 - Trygghet och säkerhet baseras på indikatorerna Elever i åk 8: Känner du dig trygg i skolan? Andel som svarat ""Helt och hållet"" eller ""Till stor del"", (%), Gymnasieelever i år 2: Känner du dig trygg i skolan? Andel som har svarat ""Helt och hållet"" eller ""Till stor del"", (%), Invånare 16-84 år som avstår från att gå ut ensam, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: Skolinspektionens elevenkät, Folkhälsomyndigheten (HLV).";"Kvinnors Kommunindex för tema T2 - Trygghet och säkerhet baseras på indikatorerna Elever i åk 8: Känner du dig trygg i skolan? Andel som svarat ""Helt och hållet"" eller ""Till stor del"", (%), Gymnasieelever i år 2: Känner du dig trygg i skolan? Andel som har svarat ""Helt och hållet"" eller ""Till stor del"", (%), Invånare 16-84 år som avstår från att gå ut ensam, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: Skolinspektionens elevenkät, Folkhälsomyndigheten (HLV).";"Mäns Kommunindex för tema T2 - Trygghet och säkerhet baseras på indikatorerna Elever i åk 8: Känner du dig trygg i skolan? Andel som svarat ""Helt och hållet"" eller ""Till stor del"", (%), Gymnasieelever i år 2: Känner du dig trygg i skolan? Andel som har svarat ""Helt och hållet"" eller ""Till stor del"", (%), Invånare 16-84 år som avstår från att gå ut ensam, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: Skolinspektionens elevenkät, Folkhälsomyndigheten (HLV)."
103;"T3 - Miljökvalitet";"Regionindex för tema T3 - Miljökvalitet baseras på indikatorerna Invånare 16-84 med störd sömn av trafikbuller, andel (%), Sjöar med god ekologisk status, andel (%), Vattendrag med god ekologisk status, andel (%), Grundvattenförekomster med god kemisk och kvantitativ status, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: Folkhälsomyndigheten (HLV), VISS, Länsstyrelserna.";"Kvinnors Regionindex för tema T3 - Miljökvalitet baseras på indikatorerna Invånare 16-84 med störd sömn av trafikbuller, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: Folkhälsomyndigheten (HLV).";"Mäns Regionindex för tema T3 - Miljökvalitet baseras på indikatorerna Invånare 16-84 med störd sömn av trafikbuller, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: Folkhälsomyndigheten (HLV).";"Kommunindex för tema T3 - Miljökvalitet baseras på indikatorerna Invånare 16-84 med störd sömn av trafikbuller, andel (%), Sjöar med god ekologisk status, andel (%), Vattendrag med god ekologisk status, andel (%), Grundvattenförekomster med god kemisk och kvantitativ status, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: Folkhälsomyndigheten (HLV), VISS, Länsstyrelserna.";"Kvinnors Kommunindex för tema T3 - Miljökvalitet baseras på indikatorerna Invånare 16-84 med störd sömn av trafikbuller, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: Folkhälsomyndigheten (HLV).";"Mäns Kommunindex för tema T3 - Miljökvalitet baseras på indikatorerna Invånare 16-84 med störd sömn av trafikbuller, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: Folkhälsomyndigheten (HLV)."
104;"T4 - Tillgänglighet till tjänster";"Regionindex för tema T4 - Tillgänglighet till tjänster baseras på indikatorerna Befolkning i kollektivtrafiknära läge, andel (%), Invånare med tillgång till dagligvarubutik inom 2 km, andel (%), Invånare 0-16 år med tillgång till grundskola inom 2 km, andel (%), Tillgång till fast bredband om minst 100 Mbit/s, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: SCB, Tillväxtverket/Pipos, Post- och telestyrelsen, PTS Bredbandskartläggning.";"Kvinnors Regionindex för tema T4 - Tillgänglighet till tjänster baseras på indikatorerna Befolkning i kollektivtrafiknära läge, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: SCB.";"Mäns Regionindex för tema T4 - Tillgänglighet till tjänster baseras på indikatorerna Befolkning i kollektivtrafiknära läge, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: SCB.";"Kommunindex för tema T4 - Tillgänglighet till tjänster baseras på indikatorerna Befolkning i kollektivtrafiknära läge, andel (%), Invånare med tillgång till dagligvarubutik inom 2 km, andel (%), Invånare 0-16 år med tillgång till grundskola inom 2 km, andel (%), Tillgång till fast bredband om minst 100 Mbit/s, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: SCB, Tillväxtverket/Pipos, Post- och telestyrelsen, PTS Bredbandskartläggning.";"Kvinnors Kommunindex för tema T4 - Tillgänglighet till tjänster baseras på indikatorerna Befolkning i kollektivtrafiknära läge, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: SCB.";"Mäns Kommunindex för tema T4 - Tillgänglighet till tjänster baseras på indikatorerna Befolkning i kollektivtrafiknära läge, andel (%) Nyckeltalen normaliseras så att samtliga regioners värden placeras på en skala från 0 till 100 där 0 är sämst och 100 är bäst (för vissa indikatorer används inverterad skala). I nästa steg vägs de normaliserade indikatorvärdena samman till index på aspektnivå. Detta görs med medelvärden, samtliga indikatorer vägs samman med samma vikt inom respektive aspekt. Därefter vägs indexet på aspektnivå ihop till temanivå enligt samma princip och även dessa värden hamnar mellan 0 och 100. Viktningen är lika stor för samtliga aspekter inom temat. Källa: SCB."
